0.46056,0.30096,9.06528,-0.265604,0.46056,0.30096,9.06528,-0.265604,0.46056,0.30096,9.06528,-0.265604,0.46056,0.30096,9.06528,-0.265604,0.46056,0.30096,9.06528,-0.265604,0.46056,0.30096,9.06528,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,1
0.46056,0.30096,9.06528,-0.265604,0.46056,0.30096,9.06528,-0.265604,0.46056,0.30096,9.06528,-0.265604,0.46056,0.30096,9.06528,-0.265604,0.46056,0.30096,9.06528,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,1
0.46056,0.30096,9.06528,-0.265604,0.46056,0.30096,9.06528,-0.265604,0.46056,0.30096,9.06528,-0.265604,0.46056,0.30096,9.06528,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,1
0.46056,0.30096,9.06528,-0.265604,0.46056,0.30096,9.06528,-0.265604,0.46056,0.30096,9.06528,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.26448,0.31008,9.088079,-0.293563,1
0.46056,0.30096,9.06528,-0.265604,0.46056,0.30096,9.06528,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,1
0.46056,0.30096,9.06528,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,1
0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,1
0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,1
0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,1
0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,1
0.33288,0.30096,8.9604,-0.265604,0.33288,0.30096,8.9604,-0.265604,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.36936,0.15504,9.01968,-0.293563,1
0.33288,0.30096,8.9604,-0.265604,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,1
0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,1
0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,1
0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,1
0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.279583,1
0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.279583,0.31464,0.26448,8.96952,-0.279583,1
0.26448,0.31008,9.088079,-0.293563,0.26448,0.31008,9.088079,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,1
0.26448,0.31008,9.088079,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,1
0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,1
0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,1
0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,1
0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.293563,0.36936,0.15504,9.01968,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.31464,0.26448,8.96952,-0.279583,0.39672,0.24168,9.060719,-0.251625,1
